"#","St","Address","MLS® #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"1001","S","9000 Wentworth Avenue SW Unit#10","A2140896","Semi Detached (Half Duplex)","West Springs","06/27/2024","$565,000.00","$563,000.00","1,443","Calgary","2005","14","Edie Vlooswyk","CVLOOSED","","Alison Kallstrom","CKALLSAL","","CAL Zone W"
"1001","S","31 Waterfront Mews SW","A2134256","Row/Townhouse","Chinatown","06/17/2024","$575,000.00","$562,500.00","1,180","Calgary","2014","25","Ilham Cazac","CCAZACIL","","Shaun Sweetnam","CSWEETSH","CPOPOWJO","CAL Zone CC"
"1001","S","225 Evanscrest Square NW","A2131334","Row/Townhouse","Evanston","06/06/2024","$525,000.00","$562,500.00","1,522","Calgary","2023","14","Raymond Ng","CNGWA1","CPARKES","Kevin Thygesen","CTHYGEKE","","CAL Zone N"
"1001","S","286 Covepark Way NE","A2123950","Detached","Coventry Hills","06/26/2024","$564,900.00","$562,000.00","950","Calgary","2003","68","Meet Nandoria","CNANDOME","","Dhrumilkumar Purohit","CPUROHDH","","CAL Zone N"
"1001","S","231 19 Avenue NE","A2137464","Detached","Tuxedo Park","06/19/2024","$579,900.00","$561,000.00","850","Calgary","1979","12","Jeffrey Farley","CFARLEJE","","Horace Rowe","CROWEHO","","CAL Zone CC"
"1001","S","7206 Silver Mead Road NW","A2145249","Semi Detached (Half Duplex)","Silver Springs","06/29/2024","$499,900.00","$560,800.00","900","Calgary","1975","2","Justin Vroon","CVROONJU","","Lisa Calles","CCALLELI","","CAL Zone NW"
"1001","S","36 Whiteram Close NE","A2138327","Detached","Whitehorn","06/10/2024","$498,000.00","$560,500.00","1,081","Calgary","1982","6","Li Yang","CYANGLI","","Li Yang","CYANGLI","","CAL Zone NE"
"1001","S","106 Cityscape Boulevard NE","A2138585","Row/Townhouse","Cityscape","06/14/2024","$559,999.00","$560,200.00","1,469","Calgary","2017","9","Jay Jhinger","CJHINGJA","","Apoorve Mongia","CMONGIAP","","CAL Zone NE"
"1001","S","1438 148 Avenue NW","A2143616","Row/Townhouse","Carrington","06/27/2024","$569,990.00","$560,000.00","1,458","Calgary","2023","6","Prabhjot Singh","CSINGHPR5","","Jaskaran Singh","CSINGHJA3","","CAL Zone N"
"1001","S","77 Hogarth Crescent SW","A2143310","Detached","Haysboro","06/29/2024","$579,000.00","$560,000.00","1,045","Calgary","1958","8","William Hoes","CHOESWI1","","Thomas Yeung","CYEUNGTH","","CAL Zone S"
"1001","S","47 Bridlewood Circle SW","A2141824","Detached","Bridlewood","06/24/2024","$560,000.00","$560,000.00","1,701","Calgary","1997","6","Susan Gronberg","CGRONBSU","","Mark Wang","CWANGJI","","CAL Zone S"
"1001","S","11448 86 Street SE","A2139112","Detached","Shepard Industrial","06/19/2024","$529,900.00","$560,000.00","950","Calgary","1971","10","Taleb Assef","CASSEFTA","","Gordon Pethick","CPETHIGO","","CAL Zone SE"
"1001","S","4815 Whitehorn Drive NE","A2138443","Detached","Whitehorn","06/12/2024","$549,900.00","$560,000.00","1,149","Calgary","1974","1","Joe Thomson","CTHOMSJO2","CVENSEAN","Navpreet Singh Sandhu","CSANDHNA1","","CAL Zone NE"
"1001","S","6631 4 Avenue SE","A2138077","Detached","Penbrooke Meadows","06/07/2024","$499,800.00","$560,000.00","1,200","Calgary","1973","3","Greg Szafraniec","CSZAFRGR","CSZAFRBE","Matthew Mai","CMAIXU","","CAL Zone E"
"1001","S","117 Cityside Road NE","A2137413","Row/Townhouse","Cityscape","06/25/2024","$555,000.00","$560,000.00","1,505","Calgary","2020","22","Claudia Hernandez","CHERNACL","","Harsh Sandhu","CSANDHHA8","","CAL Zone NE"
"1001","S","42 Prestwick Rise SE","A2136873","Detached","McKenzie Towne","06/05/2024","$540,000.00","$560,000.00","1,010","Calgary","2001","6","Darya Pfund","CAPFUNDDA","","Erika Nergui","CNERGURE","","CAL Zone SE"
"1001","S","215 Costa Mesa Close NE","A2136836","Detached","Monterey Park","06/21/2024","$579,900.00","$560,000.00","1,263","Calgary","1992","20","Sahil Kaushal","CKAUSHSA1","CKAUSHMO","Non Board Member","CNONMEMB","","CAL Zone NE"
"1001","S","315 44 Avenue NW","A2136806","Semi Detached (Half Duplex)","Highland Park","06/21/2024","$499,900.00","$560,000.00","880","Calgary","1966","7","Deloris Walker","CWALKEDE","","Kenwick Chui","CCHUIKE","","CAL Zone CC"
"1001","S","198 Coverdale Road","A2135298","Detached","Coventry Hills","06/07/2024","$535,000.00","$560,000.00","1,007","Calgary","1994","11","William Roldan","CROLDAWI","","Jacqueline Brown","CBROWNJA8","","CAL Zone N"
"1001","S","137 Silverado Plains Close SW","A2134584","Detached","Silverado","06/06/2024","$560,000.00","$560,000.00","859","Calgary","2007","14","Jamie Newton","CNEWTOJA","","Vanessa Terado","CTERADVA","","CAL Zone S"
"1001","S","765 Nolan Hill Boulevard NW","A2133317","Row/Townhouse","Nolan Hill","06/20/2024","$569,900.00","$560,000.00","1,433","Calgary","2015","32","Fi Traimany","CTRAIMPH","CTRAIMNA","Jean Diestro","CDIESTJE","","CAL Zone N"
"1001","S","434 Millrise Drive SW","A2132153","Detached","Millrise","06/06/2024","$499,000.00","$560,000.00","1,655","Calgary","1989","1","Michelle Harris","CHACKMMI","","Gene Yamada","CYAMADGE","","CAL Zone S"
"1001","S","5015 Whitehorn Drive NE","A2131299","Detached","Whitehorn","06/02/2024","$579,000.00","$560,000.00","1,076","Calgary","1975","23","Shahpoor Pathan","CSHAHPPA","","Guri Mahal","CMAHALGU","","CAL Zone NE"
"1001","S","163 Wolf Willow Boulevard SE","A2130903","Semi Detached (Half Duplex)","Wolf Willow","06/04/2024","$545,000.00","$560,000.00","1,476","Calgary","2020","24","Preeti Pawar","CPAWARPR","","Bernice Santos","CSANTOBE","","CAL Zone S"
"1001","S","393 Point Mckay Gardens NW","A2120125","Row/Townhouse","Point McKay","06/19/2024","$563,000.00","$560,000.00","1,552","Calgary","1978","76","Jason Streich","CSTREIJA","","Lisa Calles","CCALLELI","","CAL Zone CC"
"1001","S","8016 33 Avenue NW","A2117412","Detached","Bowness","06/16/2024","$599,900.00","$560,000.00","1,202","Calgary","1958","82","Aleksey Julanov","CJULANAL","","Jeff Pilon","CPILONJE","CRICHTCH","CAL Zone NW"
"1001","S","1537 Cornerstone Boulevard NE","A2125429","Row/Townhouse","Cornerstone","06/25/2024","$569,900.00","$559,000.00","1,562","Calgary","2016","61","Kelly McKelvie","CMCKELKE","","Abhijeet Singh","CSINGHAB","CCHHABSA","CAL Zone NE"
"1001","S","1619 17 Avenue NW","A2137144","Detached","Capitol Hill","06/11/2024","$600,000.00","$558,000.00","975","Calgary","1979","10","Mitch Siemens","CSIEMEMI","","Max Xu","CXUXI2","","CAL Zone CC"
"1001","S","32 CREEKSTONE Drive SW","A2131279","Semi Detached (Half Duplex)","Pine Creek","06/05/2024","$555,000.00","$557,500.00","1,407","Calgary","2023","19","Arinze Ezeo","CEZEONAR","","Blake Ball","CBALLBL","","CAL Zone S"
