"#","St","Address","ML #","Property Sub Type","Subdivision Name","Close Date","List Price","Close Price","RMS Total","City","Year Built","DOM","List Agent Full Name","List Agent Mls Id","Co List Agent Mls Id","Buyer Agent Full Name","Buyer Agent Mls Id","Co Buyer Agent Mls Id","District"
"2501","S","2323 Oakmoor Drive SW Unit#8","A2056659","Row/Townhouse","Palliser","06/23/2023","$249,900.00","$295,000.00","618","Calgary","1976","10","Tyler Tost","CTOSTTY","","Jeff Sexsmith","CSEXSMJE","","CAL Zone S"
"2501","S","550 Riverfront Avenue SE Unit#1305","A2056464","Apartment","Downtown East Village","06/24/2023","$299,900.00","$295,000.00","564","Calgary","2015","14","Jamie Newton","CNEWTOJA","CRINDFTA","June Wang","CWANGJU2","","CAL Zone CC"
"2501","S","683 10 Street SW Unit#302","A2055380","Apartment","Downtown West End","06/24/2023","$299,900.00","$295,000.00","864","Calgary","2001","17","Monique Windrem","CWINDRMO","CSIMSCR","Ivan Stark","CSTARKIV","","CAL Zone CC"
"2501","S","1500 7 Street SW Unit#1105","A2054611","Apartment","Beltline","06/19/2023","$299,000.00","$295,000.00","484","Calgary","2011","17","Vivian Lee","CLEEVI2","","Dianne Legros","CLEGRODI","","CAL Zone CC"
"2501","S","15 Sega Meadows Landing NW Unit#5212","A2052769","Apartment","Sage Hill","06/11/2023","$299,000.00","$295,000.00","666","Calgary","2023","13","Zhengrong Peng","CPENGZH","CYANGZH1","Len T. Wong","CWONGLE3","CLYWALCA","CAL Zone N"
"2501","S","4309 5 Avenue SE","A2052721","Row/Townhouse","Forest Heights","06/16/2023","$295,000.00","$295,000.00","1,039","Calgary","1972","17","Jerry Thai","CTHAIJE","","Rami Lalria","CLALRIRA","","CAL Zone E"
"2501","S","788 12 Avenue SW Unit#1401","A2051255","Apartment","Beltline","06/09/2023","$299,900.00","$295,000.00","621","Calgary","2009","16","Don Onda","CONDADO","","Caroline Ravazzano","CRAVAZCA","","CAL Zone CC"
"2501","S","406 CRANBERRY Park SE Unit#206","A2051139","Apartment","Cranston","06/29/2023","$295,000.00","$295,000.00","844","Calgary","2013","37","Justin Warthe","CWARTHJU","","Andy Lee","CLEEAN3","","CAL Zone SE"
"2501","S","314 25 Avenue SW Unit#5","A2049608","Apartment","Mission","06/23/2023","$274,000.00","$295,000.00","904","Calgary","1976","14","Tara Molina","CMOLINTA","","Gordyn Matheson","CMATHEGO1","","CAL Zone CC"
"2501","S","23 Millrise Drive SW Unit#228","A2046834","Apartment","Millrise","06/16/2023","$299,899.00","$295,000.00","870","Calgary","2008","37","Saeed Mohammad","CMOHAMSA2","","Jamie Cheung","CCHEUNJA1","","CAL Zone S"
"2501","S","30 Shawnee Common SW Unit#411","A2044807","Apartment","Shawnee Slopes","06/24/2023","$305,000.00","$295,000.00","645","Calgary","2019","52","Cheryl Donnelly","CDONNECH","","Cheryl Donnelly","CDONNECH","","CAL Zone S"
"2501","S","1010 6 Street SW Unit#1804","A2060721","Apartment","Beltline","06/30/2023","$299,500.00","$294,500.00","445","Calgary","2017","6","Lisa Johnson","CJOHNSLI1","","Anil Asrani","CASRANAN","","CAL Zone CC"
"2501","S","6800 Hunterview Drive NW Unit#318","A2054096","Apartment","Huntington Hills","06/10/2023","$289,900.00","$294,000.00","862","Calgary","1999","8","Randi Scheuerman","CSCHEURA","","Kevin Haller","CHALLEKE","","CAL Zone N"
"2501","S","1111 6 Avenue SW Unit#1801","A2046876","Apartment","Downtown West End","06/09/2023","$298,800.00","$293,800.00","758","Calgary","2005","13","Tom Sherry","CSHERRTH","","Virginia Walker","CWALKEMA2","","CAL Zone CC"
"2501","S","279 Copperpond Common SE Unit#2405","A2051425","Apartment","Copperfield","06/13/2023","$289,900.00","$293,000.00","803","Calgary","2013","20","Dallas Burton","CBURTODA","","Richard Amatokwu","CAMATORI","","CAL Zone SE"
"2501","S","40 Falconer Terrace NE","A2046987","Row/Townhouse","Falconridge","06/12/2023","$291,000.00","$293,000.00","1,084","Calgary","1980","34","Greg Kennedy","CKENNEGR","CSTEWATO","Tia Williams","CWILLITI2","","CAL Zone NE"
"2501","S","458 Millrise Drive SW","A2059057","Row/Townhouse","Millrise","06/21/2023","$250,000.00","$292,100.00","1,028","Calgary","1994","2","Sam Baker","CBAKERSA","","Valentyna Volkova","CVOLKOVA","","CAL Zone S"
"2501","S","6000 Somervale Court SW Unit#402","A2057493","Apartment","Somerset","06/21/2023","$284,900.00","$292,000.00","850","Calgary","2001","8","Randy Gallant","CGALLARA1","","Brian van Vliet","CVANVLBR","CSEITZKE","CAL Zone S"
"2501","S","350 4 Avenue NE Unit#205","A2053850","Apartment","Crescent Heights","06/15/2023","$299,900.00","$292,000.00","959","Calgary","1980","13","Michael Montgomery","CMONTGMI","CSTIKKWI","Dorothea Sautter","CSAUTTDO","","CAL Zone CC"
"2501","S","428 Chaparral Ravine View SE Unit#310","A2051898","Apartment","Chaparral","06/13/2023","$296,000.00","$292,000.00","876","Calgary","2008","15","Maria Nash","CPLAKAMA","","Tammy Moores","CMOORETA","","CAL Zone S"
"2501","S","1118 12 Avenue SW Unit#2505","A2049462","Apartment","Beltline","06/21/2023","$295,000.00","$292,000.00","648","Calgary","2008","35","Amie Hautz","CHAUTZAM","","Joel Muir","CMUIRRO","","CAL Zone CC"
"2501","S","230 Seton Passage SE Unit#15","A2042256","Row/Townhouse","Seton","06/08/2023","$289,900.00","$292,000.00","568","Calgary","2020","28","Jilene Ruby","CRUBYJI","","Taylor King","CKINGTA1","","CAL Zone SE"
"2501","S","1304 15 Avenue SW Unit#1140","A2033490","Apartment","Beltline","06/28/2023","$299,900.00","$292,000.00","1,141","Calgary","1980","83","Drew Flemmer","CFLEMMDR","CFLEMMAM","Malyssia Blais","CBLAISMA","","CAL Zone CC"
"2501","S","4940 39 Avenue SW Unit#19","A2035155","Row/Townhouse","Glenbrook","06/02/2023","$229,900.00","$290,600.00","1,267","Calgary","1976","58","Mel Star","CSTARME","","Dianne Brown","CBROWNDI5","","CAL Zone W"
"2501","S","4641 128 Avenue NE Unit#1413","A2057303","Apartment","Skyview Ranch","06/28/2023","$295,000.00","$290,000.00","835","Calgary","2019","15","Julia Yan","CYANJU","","Varun Bansal","CBANSAVA","","CAL Zone NE"
"2501","S","208 Holy Cross SW Unit#112","A2054692","Apartment","Mission","06/24/2023","$295,000.00","$290,000.00","872","Calgary","","19","Joe Viani","CVIANIJO","","Jeffrey Bone","CBONEJE","","CAL Zone CC"
"2501","S","6020 Temple Drive NE Unit#29","A2053872","Row/Townhouse","Temple","06/15/2023","$250,000.00","$290,000.00","990","Calgary","1978","10","Karoline Beninger","CBENINKA","","Michael Angelo Enciso","CENCISMI","","CAL Zone NE"
"2501","S","55 Arbour Grove Close NW Unit#203","A2053863","Apartment","Arbour Lake","06/17/2023","$269,900.00","$290,000.00","931","Calgary","1997","16","Rick Wasylyshen","CWASYLRI","","Ves Svilenova","CSVILEVE","","CAL Zone NW"
"2501","S","60 Panatella Street NW Unit#1107","A2051281","Apartment","Panorama Hills","06/16/2023","$285,000.00","$290,000.00","837","Calgary","2008","20","Jim Sidhu","CSIDHUJA5","CNICHORE","Monika Pratik Jhaveri","CJHAVEMO","CPANDYJI","CAL Zone N"
"2501","S","406 Cranberry Park SE Unit#203","A2050067","Apartment","Cranston","06/09/2023","$293,000.00","$290,000.00","847","Calgary","2013","17","Anuar Madeyev","CMADEYAN","","Brandon Robinson","CROBINBR3","","CAL Zone SE"
"2501","S","20 Harvest Rose Park NE Unit#1213","A2032889","Apartment","Harvest Hills","06/12/2023","$289,900.00","$290,000.00","996","Calgary","1998","23","Jessica Chan","CCHANJE1","","Joseph Purcell","CPURCEJO1","","CAL Zone N"
"2501","S","487 Saddlecrest Boulevard NE","A2055526","Row/Townhouse","Saddle Ridge","06/16/2023","$289,900.00","$289,900.00","850","Calgary","2007","10","Anmol Ghattarora","CGHATTAN","","Kym Barton","CBARTOKY","","CAL Zone NE"
"2501","S","99 Copperstone Park SE Unit#1406","A2053857","Apartment","Copperfield","06/15/2023","$289,900.00","$289,900.00","816","Calgary","2014","14","Kayla Hagen","CMCNABKA","","Rebecca Chaulk","CCHAULRE","","CAL Zone SE"
